Category-Item,vehicle-class,Unnamed: 0_level_0-Unnamed: 0_level_1,Comfort-Air conditioning,Comfort-Central door locking,Comfort-Cruise control,Comfort-Dual zone climatronic,Comfort-Electric windows,Comfort-Keyless entry,Comfort-Parking sensors,Comfort-Power steering,Comfort-Start / stop system,Comfort-Start button,Drive-Drive system,Drive-Fuel,Drive-Total max power,Drive-Total max torque,Drive-Wheel drive,Electric Engine-Battery capacity,Electric Engine-Battery type,Electric Engine-Battery voltage,Electric Engine-Charging 230V/16A,Electric Engine-Engine type,Electric Engine-Max torque,Electric Engine-Number of engines,Electric Engine-Total max power,Electric Engine-Battery range,Electric Engine-Power consumption,Exterior sizes-Height,Exterior sizes-Length,Exterior sizes-Wheelbase,Exterior sizes-Width,Exterior sizes-Ground clearance,Fuel Engine-Capacity,Fuel Engine-Catalyst,Fuel Engine-Cylinders,Fuel Engine-Engine type,Fuel Engine-Fuel system,Fuel Engine-Fuel tank,Fuel Engine-Max power RPM,Fuel Engine-Max power,Fuel Engine-Max torque RPM,Fuel Engine-Max torque,Fuel Engine-Turbo,Fuel Engine-Valves per cylinder,General Specifications-Carbody,General Specifications-Doors number,General Specifications-End date,General Specifications-Last new price,General Specifications-Number of car seats,General Specifications-Release date,General Specifications-Transmission,Performance-Acceleration 0-100 km/h,Performance-Average consumption,Performance-CO2 Emission,Performance-Energy level,Performance-Extra-urban consumption,Performance-Top speed,Performance-Urban consumption,Transmission  / Gear ratio-Final drive,Transmission  / Gear ratio-RPM at 120 km/h (theoretical),Weights-Empty mass,Weights-Max. permissible mass,Weights-Max. roof load,Fuel Engine-Stroke,Chassis-Rolling Radius Static,Chassis-Rolling Radius Dynamic,Transmission  / Gear ratio-Gear Box Ratios,Weights-Unladen mass,Weights-Running order mass,Weights-Reference mass,Weights-Inertia mass,Exterior sizes-Frontal area,Class-Euro standard car segments
35135,A,49849,yes,yes,no,no,,no,no,yes,no,,fuel engine,petrol,59,145,front,,,,,,,,,,,1.488,3.546,2.3,1.627,,875,regular,2,ohc,multipoint injection,35,5500,59,1900,145,yes,4,hatchback,3,available,17495,4,2015,automatic,11,3.8,88,A,3.4,173,4.4,3.87,3250,915,1370,50,86,269.865,283.7378641,[4.1- 2.16- 1.34- 0.97- 0.77],891.375,966.375,991.375,910,2.420976,A
39393,A,56022,yes,yes,no,no,,no,no,yes,no,,fuel engine,diesel,70,200,front,,,,,,,,,,,1.488,3.546,2.3,1.627,,1248,particle filter,4,dohc,common rail,35,4000,70,1500,200,yes,4,hatchback,3,2015,20195,4,2013,manual,11,3.7,97,C,3.1,180,4.7,3.44,2900,955,1420,50,82,269.865,283.7378641,[3.91- 2.16- 1.35- 0.97- 0.77],931.375,1006.375,1031.375,1020,2.420976,A
27748,A,39174,815,yes,no,no,,no,no,yes,yes,,fuel engine,petrol,44,88,front,,,,,,,,,,,1.551,3.653,2.3,1.643,,964,regular,2,ohc,multipoint injection,37,6250,44,3500,88,no,4,hatchback,5,available,9995,4,2014,manual,15,3.8,88,A,3.4,158,4.5,4.5,3800,930,1420,,86,266.525,283.0582524,[4.1- 2.16- 1.34- 0.97- 0.77],905.025,980.025,1005.025,1020,2.548293,A
15109,A,19563,yes,yes,no,no,,no,no,yes,no,,fuel engine,diesel,51,145,front+rear,,,,,,,,,,,1.643,3.581,2.305,1.611,,1248,no,4,dohc,common rail,30,4000,51,1500,145,yes,4,hatchback,5,2007,21995,4,2006,manual,18,5.3,141,G,4.4,150,7,4.06,3150,1090,1535,50,82,279.225,295.3883495,[3.91- 2.16- 1.35- 0.97- 0.74],1069.75,1144.75,1169.75,1130,2.646873,A
8183,A,9788,yes,yes,yes,no,,no,no,yes,no,,fuel engine,petrol,55,107,front,,,,,,,,,,,1.47,3.687,2.367,1.654,,1149,regular,4,ohc,multipoint injection,40,5500,55,4250,107,no,4,hatchback,3,2014,10590,4,2013,manual,12.3,4.5,104,B,3.7,170,5.9,3.56,3100,839,1360,,76.8,266.525,283.0582524,[3.73- 2.05- 1.39- 1.03- 0.8],812,887,912,910,2.43138,A
8188,A,9793,yes,yes,yes,no,,no,no,yes,no,,fuel engine,diesel,63,200,front,,,,,,,,,,,1.47,3.687,2.367,1.654,,1461,particle filter,4,ohc,common rail,40,4000,63,1750,200,yes,2,hatchback,3,2014,13890,4,2013,manual,11.2,3.3,85,B,3,185,3.8,3.44,2600,955,1425,,80.5,266.525,283.0582524,[3.73- 2.05- 1.32- 0.94- 0.69],928,1003,1028,1020,2.43138,A
26629,A,37660,490,yes,yes,no,,no,yes,yes,yes,,fuel engine,petrol,55,95,front,,,,,,,,,,,1.489,3.54,2.42,1.641,,999,regular,3,dohc,multipoint injection,35,6200,55,3000,95,no,4,hatchback,5,2014,12600,4,2014,manual,13.2,4.2,98,B,3.7,172,5.1,4.17,3650,840,1290,50,76.4,269.865,283.7378641,[3.64- 1.96- 1.27- 0.96- 0.8],816.375,891.375,916.375,910,2.443449,A
8358,A,10005,yes,yes,yes,no,,no,220,yes,yes,,fuel engine,petrol,55,95,front,,,,,,,,,,,1.463,3.563,2.42,1.641,,999,regular,3,dohc,multipoint injection,35,6200,55,3000,95,no,4,hatchback,3,available,12380,4,2015,manual,13.2,4.2,98,B,3.7,171,5.1,4.17,3600,829,1290,,76.4,267.89,284.7572816,[3.64- 1.96- 1.27- 0.96- 0.8],805.375,880.375,905.375,910,2.400783,A
17145,A,22927,yes,yes,no,no,,no,no,700,no,,fuel engine,petrol,45,95,rear,,,,,,,,,,,1.549,2.5,1.812,1.515,,698,regular,3,dohc,multipoint injection,33,5250,45,2000,95,yes,2,hatchback,3,2006,14800,2,2005,automatic,15.5,4.8,115,D,4.1,135,6,4.21,3250,730,990,,67,264.015,276.4563107,[3.38- 2.45- 1.76- 1.33- 0.97- 0.69],707.725,782.725,807.725,800,2.346735,A
17146,A,22928,yes,yes,no,no,,no,no,700,no,,fuel engine,diesel,30,100,rear,,,,,,,,,,,1.549,2.5,1.812,1.515,,799,no,3,dohc,direct injection,22,4200,30,1800,100,yes,2,hatchback,3,2006,17600,2,2005,automatic,19.8,3.4,90,C,3.1,135,3.9,3.15,2300,730,990,,79,264.015,276.4563107,[3.38- 2.45- 1.76- 1.25- 0.9- 0.65],715.15,790.15,815.15,800,2.346735,A
40516,B,57623,yes,yes,yes,no,,no,550,yes,no,,fuel engine,petrol,74,145,front,,,,,,,,,,,1.493,4.027,2.575,1.707,,1149,regular,4,ohc,multipoint injection,55,5500,74,3000,145,yes,4,hatchback,3,2012,16390,5,2012,manual,11,5.4,125,C,4.5,184,7,3.88,3350,1065,1580,,76.8,279.25,291.9417476,[3.73- 2.05- 1.39- 1.03- 0.82],1027.875,1102.875,1127.875,1130,2.548551,B
35452,B,50322,995,yes,295,no,,no,550,yes,no,,fuel engine,diesel,65,200,front,,,,,,,,,,,1.493,4.027,2.575,1.707,,1461,particle filter,4,ohc,common rail,55,4000,65,1750,200,yes,2,hatchback,5,2013,16890,5,2012,manual,11,3.4,89,B,3,182,4.2,3.29,2400,1175,1665,,80.5,277.08,292.7184466,[3.73- 2.05- 1.32- 0.94- 0.69],1137.875,1212.875,1237.875,1250,2.548551,B
44387,B,63156,yes,yes,yes,no,,no,yes,yes,yes,,fuel engine,petrol,66,160,front,,,,,,,,,,,1.453,3.972,2.47,1.682,,1197,regular,4,dohc,direct injection,45,4800,66,1400,160,yes,4,hatchback,3,available,20690,5,2014,automatic,10.8,4.7,109,B,4.1,184,5.8,3.12,2600,1007,1620,75,75.6,278.665,291.2135922,[3.77- 2.37- 1.58- 1.11- 1.14- 0.94- 0.78],976.625,1051.625,1076.625,1020,2.443946,B
40225,B,57227,yes,yes,yes,no,,no,yes,yes,yes,,fuel engine,diesel,55,210,front,,,,,,,,,,,1.453,3.972,2.47,1.682,,1422,particle filter,3,dohc,common rail,45,3000,55,1500,210,yes,4,hatchback,3,available,19350,5,2015,manual,12.9,3.1,82,B,2.6,178,4,3.39,2350,1090,1620,75,95.5,277.08,292.7184466,[3.78- 2.12- 1.27- 0.87- 0.66],1059.625,1134.625,1159.625,1130,2.443946,B
7897,B,9481,yes,yes,yes,yes,,no,yes,yes,no,,fuel engine,petrol,153,300,front,,,,,,,,,,,1.45,3.962,2.538,1.739,,1598,regular,4,dohc,direct injection,50,6800,153,1700,300,yes,4,hatchback,3,available,30208,5,2015,manual,6.5,5.4,125,C,4.6,230,6.9,3.56,2500,1135,1650,65,85.8,292.56,301.5533981,[3.55- 1.92- 1.32- 1.03- 0.82- 0.68],1101.25,1176.25,1201.25,1130,2.52155,B
7972,B,9557,yes,yes,yes,no,,no,no,yes,yes,,fuel engine,diesel,68,230,front,,,,,,,,,,,1.46,3.962,2.538,1.739,,1560,regular,4,dohc,common rail,50,4000,68,1750,230,yes,2,hatchback,5,2015,19815,5,2014,manual,10.9,3.3,85,B,3,185,3.8,3.47,2350,1055,1625,65,88.3,284.295,301.6990291,[3.45- 1.87- 1.16- 0.82- 0.66],1021.25,1096.25,1121.25,1130,2.53894,B
41388,B,58842,yes,yes,no,no,,no,yes,yes,no,,fuel engine,petrol,74,146,front,,,,,,,,,,,1.463,3.918,2.486,1.683,,1596,regular,4,dohc,multipoint injection,45,6000,74,4000,146,no,4,hatchback,5,2008,16195,5,2008,manual,11,6.4,153,F,5.1,183,8.8,4.25,3450,1011,1540,75,81.4,274.155,289.0776699,[3.15- 1.93- 1.28- 0.95- 0.76],980.625,1055.625,1080.625,1020,2.462229,B
35361,B,50189,yes,yes,no,no,,no,450,yes,no,,fuel engine,diesel,50,160,front,,,,,,,,,,,1.463,3.918,2.486,1.683,,1398,no,4,ohc,common rail,43,4000,50,2000,160,yes,2,hatchback,5,2008,19160,5,2007,automatic,16.9,4.3,114,E,3.7,164,5.3,3.37,2800,1052,1565,75,82,266.525,283.0582524,[3.58- 1.93- 1.28- 0.95- 0.76],1022.975,1097.975,1122.975,1130,2.462229,B
5768,B,7078,yes,yes,yes,no,,no,yes,yes,yes,,fuel engine,petrol,66,130,front,,,,,,,,,,,1.479,4.021,2.51,1.736,,1398,regular,4,dohc,multipoint injection,45,6000,66,4000,130,no,4,hatchback,3,available,14995,5,2015,manual,13.2,4.9,114,B,4.1,175,6.2,3.74,3400,1041,1595,75,82.6,286.855,301.407767,[3.91- 2.14- 1.41- 1.12- 0.89],1010.625,1085.625,1110.625,1130,2.567544,B
5766,B,7076,yes,yes,yes,no,,no,yes,yes,yes,,fuel engine,diesel,66,130,front,,,,,,,,,,,1.479,4.021,2.51,1.736,,1248,particle filter,4,dohc,common rail,45,3750,70,1500,190,yes,4,hatchback,3,available,19895,5,2015,automatic,13.5,3.1,82,B,3,182,3.4,3.55,2450,1099,1665,75,82,286.855,301.407767,[3.73- 1.96- 1.32- 0.89- 0.67],1068.625,1143.625,1168.625,1130,2.567544,B
3408,B,4437,395,yes,yes,no,,no,244,yes,no,,fuel engine,petrol,66,135,front,,,,,,,,,,,1.518,4.058,2.589,1.733,,898,regular,3,dohc,multipoint injection,50,5250,66,2500,135,yes,4,hatchback,5,available,11990,5,2015,manual,11.1,5.2,120,B,4.3,175,6.7,4.5,3050,937,1500,,73.1,284.295,301.6990291,[3.73- 1.96- 1.23- 0.9- 0.66],903.25,978.25,1003.25,1020,2.630694,B
15552,B,20089,895,yes,no,no,,no,no,yes,no,,fuel engine,diesel,55,180,front,,,,,,,,,,,1.534,4.02,2.588,1.746,,1461,no,4,ohc,common rail,50,4000,55,1750,180,yes,2,hatchback,5,2012,13990,5,2011,manual,14.2,4.1,108,D,3.7,162,5,3.87,2950,1065,1575,80,80.5,284.295,301.6990291,[3.36- 1.86- 1.32- 0.97- 0.74],1031.25,1106.25,1131.25,1130,2.678364,B
9645,B,11903,yes,yes,yes,yes,,no,yes,yes,no,,fuel engine,petrol,81,205,front,,,,,,,,,,,1.631,4.101,2.54,1.766,,1199,regular,3,dohc,direct injection,50,5500,81,1500,205,no,4,mpv,5,available,19590,5,2015,manual,10.7,5,115,B,4.2,186,6.4,4.76,3750,1179,1753,60,90.5,286.855,301.407767,[3.42- 1.8- 1.28- 0.98- 0.77],1145.25,1220.25,1245.25,1250,2.880346,B
9639,B,11897,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,diesel,73,254,front,,,,,,,,,,,1.631,4.101,2.54,1.766,,1560,particle filter,4,dohc,common rail,50,3750,73,1750,254,yes,2,mpv,5,available,22900,5,2015,manual,12.1,3.9,101,C,3.5,179,4.7,3.74,2300,1280,1779,60,88.3,286.855,301.407767,[3.58- 1.92- 1.32- 0.98- 0.76- 0.6],1246.25,1321.25,1346.25,1360,2.880346,B
8620,B,10627,yes,yes,yes,no,,no,255,yes,yes,,fuel engine,petrol,57,115,front,,,,,,,,,,,1.49,4.065,2.51,1.687,,1368,regular,4,ohc,multipoint injection,45,6000,57,3000,115,no,2,hatchback,5,2014,15495,4,2014,manual,13.2,5.7,132,D,4.7,165,7.4,4.07,3850,1015,1600,75,84,284.295,301.6990291,[3.91- 2.16- 1.48- 1.12- 0.92],984.625,1059.625,1084.625,1020,2.51363,B
8592,B,10586,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,diesel,59,200,front,,,,,,,,,,,1.49,4.065,2.51,1.687,,1248,particle filter,4,dohc,multijet,45,3500,59,1750,200,yes,4,hatchback,3,available,15795,4,2015,manual,13.6,3.2,82,B,2.6,170,4.1,3.56,2800,1105,1690,75,82,286.855,301.407767,[3.91- 2.24- 1.44- 1.03- 0.77],1074.625,1149.625,1174.625,1130,2.51363,B
5779,B,7132,yes,yes,yes,no,,no,270,yes,yes,,fuel engine,petrol,55,95,front,,,,,,,,,,,1.467,3.992,2.47,1.732,,999,regular,3,dohc,multipoint injection,45,6200,55,3000,95,no,4,hatchback,5,available,15340,5,2015,manual,14.7,4.8,108,B,4.2,172,5.8,4.81,4050,955,1510,75,76.4,277.08,292.7184466,[3.64- 1.95- 1.27- 0.96- 0.8],924.625,999.625,1024.625,1020,2.540844,B
5798,B,7151,yes,yes,yes,no,,190,270,yes,yes,,fuel engine,diesel,77,250,front,,,,,,,,,,,1.467,3.992,2.47,1.732,,1422,particle filter,3,dohc,common rail,45,3500,77,1750,250,yes,4,hatchback,5,available,22240,5,2015,manual,10.1,3.5,90,C,3.3,193,3.9,3.39,2250,1065,1620,75,95.5,277.08,292.7184466,[3.78- 1.94- 1.19- 0.82- 0.63],1034.625,1109.625,1134.625,1130,2.540844,B
8280,B,9927,yes,yes,yes,no,,no,255,yes,no,,fuel engine,petrol,63,160,front,,,,,,,,,,,1.445,4.227,2.469,1.693,,1197,regular,4,ohc,multipoint injection,45,4800,63,1500,160,yes,2,stationwagon,5,available,17990,5,2014,manual,11.7,5.1,119,B,4.4,180,6.5,3.63,2850,1045,1605,75,75.6,278.665,291.2135922,[3.77- 1.95- 1.28- 0.93- 0.74],1014.625,1089.625,1114.625,1130,2.446385,B
8267,B,9914,yes,yes,no,no,,no,no,yes,yes,,fuel engine,diesel,55,180,front,,,,,,,,,,,1.445,4.227,2.469,1.693,,1199,particle filter,3,dohc,common rail,45,4000,55,2000,180,yes,4,stationwagon,5,available,17990,5,2014,manual,14.6,3.4,88,B,3,173,4.1,3.16,2200,1105,1660,75,80.9,277.08,292.7184466,[3.78- 2.12- 1.27- 0.86- 0.66],1074.625,1149.625,1174.625,1130,2.446385,B
4396,B,5466,960,yes,no,no,,no,no,yes,no,,fuel engine,petrol,63,124,front,,,,,,,,,,,1.5,3.61,2.37,1.66,,1299,regular,4,dohc,multipoint injection,45,6000,63,4400,124,no,4,hatchback,5,2005,14190,5,2004,manual,12.1,6,144,E,5,175,7.7,4.29,3950,870,1350,70,73.5,266.525,283.0582524,[3.55- 1.91- 1.31- 1.03- 0.85],839.625,914.625,939.625,910,2.49,B
4416,B,5486,960,yes,no,no,,no,no,yes,no,,fuel engine,diesel,55,170,front,,,,,,,,,,,1.5,3.61,2.37,1.66,,1364,no,4,ohc,common rail,45,4000,55,2000,170,yes,2,hatchback,3,2005,16990,5,2004,manual,12.9,4.2,113,E,3.7,170,5.2,3.53,2800,895,1400,50,81.5,266.525,283.0582524,[3.55- 1.9- 1.31- 0.97- 0.73],864.625,939.625,964.625,910,2.49,B
26539,C,37412,yes,yes,yes,yes,,334,yes,yes,yes,,fuel engine,petrol,77,175,front,,,,,,,,,,,1.452,4.255,2.637,1.799,,1197,regular,4,dohc,direct injection,50,5000,77,1550,175,yes,4,hatchback,3,2015,25490,5,2014,automatic,10.2,4.8,112,A,4.4,192,5.6,3.23,2600,1129,1730,75,75.6,294.875,307.9126214,[3.77- 2.27- 1.53- 1.12- 1.18- 0.95- 0.8],1095.25,1170.25,1195.25,1130,2.612148,C
26569,C,37459,yes,yes,137,no,,334,no,yes,yes,,fuel engine,diesel,81,250,front,,,,,,,,,,,1.452,4.255,2.637,1.799,,1598,particle filter,4,dohc,common rail,50,3000,81,1500,250,yes,4,hatchback,3,available,29250,5,2014,automatic,10.7,3.9,102,C,3.5,192,4.6,3.43,2250,1213,1810,75,80.5,289.365,308.0097087,[3.5- 2.09- 1.34- 0.93- 0.97- 0.78- 0.65],1179.25,1254.25,1279.25,1250,2.612148,C
34271,C,48725,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,petrol,85,190,front,,,,,,,,,,,1.471,4.302,2.64,1.808,,1198,regular,4,dohc,direct injection,60,4500,85,2000,190,yes,4,hatchback,5,available,22190,5,2014,manual,10.9,5.3,119,B,4.6,190,6.4,3.73,2800,1180,1787,,73.2,299.14,316.6990291,[3.73- 2.11- 1.45- 1.11- 0.91- 0.77],1139.5,1214.5,1239.5,1250,2.659568,C
34265,C,48719,yes,yes,yes,yes,,no,yes,yes,no,,fuel engine,diesel,81,240,front,,,,,,,,,,,1.471,4.302,2.64,1.808,,1461,particle filter,4,dohc,common rail,60,4000,81,1750,240,yes,4,hatchback,5,available,25790,5,2015,automatic,11.7,4.2,110,D,3.7,190,5.1,3.62,2350,1265,1845,,80.5,291.145,306.7475728,[4.31- 2.48- 1.45- 1.02- 0.84- 0.65],1224.5,1299.5,1324.5,1250,2.659568,C
34603,C,49083,yes,yes,yes,yes,,yes,yes,yes,yes,,fuel engine,petrol,132,250,front,,,,,,,,,,,1.461,4.659,2.68,1.814,,1798,regular,4,ohc,direct injection,50,5100,132,1250,250,yes,4,stationwagon,5,available,37680,5,2014,automatic,7.5,5.7,132,B,4.8,229,7.1,3.23,2600,1252,1862,75,84.2,298.8,309.3203883,[3.76- 2.27- 1.53- 1.12- 1.18- 0.95- 0.8],1218.25,1293.25,1318.25,1250,2.650254,C
34565,C,49039,yes,yes,yes,yes,,yes,yes,yes,yes,,fuel engine,diesel,110,320,front,,,,,,,,,,,1.461,4.659,2.686,1.814,,1968,particle filter,4,ohc,direct injection,50,3500,110,1750,320,yes,4,hatchback,5,available,38290,5,2014,automatic,8.6,4.5,119,C,4.1,215,5.4,3.04,2300,1250,1900,75,95.5,298.8,309.3203883,[3.46- 2.05- 1.3- 0.9- 0.91- 0.76],1216.25,1291.25,1316.25,1250,2.650254,C
6378,C,7777,yes,yes,yes,yes,,400,yes,yes,yes,,fuel engine,petrol,110,240,front,,,,,,,,,,,1.484,4.538,2.648,1.823,,1498,regular,4,dohc,direct injection,55,6000,110,1600,240,yes,4,sedan,4,available,26445,5,2015,automatic,9,5.8,134,B,5,210,7.5,4.07,2750,1271,1900,75,76.4,299.75,313.9805825,[3.73- 2.05- 1.36- 1.03- 0.82- 0.69],1233.875,1308.875,1333.875,1250,2.705332,C
6382,C,7781,yes,yes,yes,yes,,400,yes,yes,no,,fuel engine,diesel,110,370,front,,,,,,,,,,,1.484,4.538,2.648,1.823,,1997,particle filter,4,dohc,common rail,53,3750,110,2000,370,yes,4,sedan,4,available,27250,5,2015,manual,8.9,4,105,B,3.7,212,4.7,3.93,2950,1322,2025,75,88,299.75,313.9805825,[3.58- 1.95- 1.19- 0.83- 0.94- 0.76],1286.225,1361.225,1386.225,1360,2.705332,C
47844,C,,yes,yes,yes,yes,yes,yes,€300.00,yes,no,,electric engine,electricity,107,250,front,23,lithium-ion,,,permanent magnet synchronous motor,250,1,107,162,,1.466,4.358,2.648,1.823,,,,,,,,,,,,,,hatchback,5,2014,39990,5,2013,single-speed fixed gear,11.4,,0,A,,135,,7.82,,1644,,,,323.4,,,1644,,,,2.672518,C
39723,C,56501,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,petrol,96,230,front,,,,,,,,,,,1.471,4.585,2.73,1.804,,1199,regular,3,dohc,multipoint injection,53,5500,96,1750,230,yes,4,stationwagon,5,available,29010,5,2015,manual,10,4.7,109,A,4,205,5.9,4.18,2450,1165,1840,80,90.5,294.875,307.9126214,[3.54- 1.92- 1.22- 0.86- 0.7- 0.59],1129.225,1204.225,1229.225,1250,2.653684,C
34092,C,48535,yes,yes,yes,yes,,yes,yes,yes,yes,,fuel engine,diesel,133,400,front,,,,,,,,,,,1.457,4.253,2.62,1.804,,1997,particle filter,4,dohc,common rail,53,3750,133,2000,400,yes,4,hatchback,5,available,35330,5,2015,automatic,8.4,4,103,C,3.5,220,4.7,2.95,1950,1295,1920,,88,298.8,309.3203883,[4.45- 2.5- 1.56- 1.14- 0.85- 0.67],1259.225,1334.225,1359.225,1360,2.628428,C
2508,C,3480,yes,yes,yes,no,,yes,560,yes,yes,,fuel engine,petrol,92,200,front,,,,,,,,,,,1.421,4.237,2.601,1.777,,1395,regular,4,dohc,direct injection,50,5000,92,1400,200,yes,4,hatchback,3,available,30340,5,2014,automatic,9.1,4.9,114,A,4.2,206,6.1,3.23,2600,1170,1755,75,80,294.875,307.9126214,[3.77- 2.27- 1.53- 1.12- 1.18- 0.95- 0.8],1136.25,1211.25,1236.25,1250,2.525117,C
2592,C,3564,yes,yes,yes,yes,,yes,560,yes,yes,,fuel engine,diesel,81,250,front,,,,,,,,,,,1.421,4.237,2.601,1.777,,1598,particle filter,4,dohc,common rail,50,3200,81,1500,250,yes,4,hatchback,3,available,33740,5,2014,manual,10.5,3.8,99,C,3.4,200,4.5,3.39,2000,1205,1790,75,80.5,294.875,307.9126214,[4.11- 2.12- 1.36- 0.97- 0.73- 0.59],1171.25,1246.25,1271.25,1250,2.525117,C
5635,C,6911,yes,yes,yes,no,,no,no,yes,no,,fuel engine,petrol,81,205,front,,,,,,,,,,,1.489,4.329,2.608,1.789,,1199,regular,3,dohc,direct injection,60,5500,81,1750,205,yes,4,hatchback,5,available,19790,5,2015,manual,12.3,4.8,112,A,4,184,6.1,4.93,3700,1175,1770,75,90.5,289.365,308.0097087,[3.46- 1.87- 1.29- 0.95- 0.75],1134.5,1209.5,1234.5,1250,2.663821,C
5630,C,6904,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,diesel,88,300,front,,,,,,,,,,,1.489,4.329,2.608,1.789,,1560,particle filter,4,dohc,common rail,60,3500,88,1750,300,yes,2,hatchback,5,available,26390,5,2015,manual,10.6,3.6,93,B,3.3,197,4.1,3.74,2100,1255,1860,55,88.3,291.145,306.7475728,[3.54- 1.92- 1.28- 0.91- 0.67- 0.56],1214.5,1289.5,1314.5,1250,2.663821,C
34499,C,48965,yes,yes,yes,no,,no,325,yes,yes,,fuel engine,petrol,206,350,front,,,,,,,,,,,1.444,4.535,2.634,1.816,,1984,regular,4,dohc,direct injection,50,5350,206,1750,350,yes,4,stationwagon,5,available,36450,5,2015,manual,6.1,6.7,157,D,5.6,250,8.8,3.09,2750,1340,1920,75,92.8,305.455,314.1262136,[3.36- 2.09- 1.48- 1.09- 1.1- 0.91],1306.25,1381.25,1406.25,1360,2.622304,C
34474,C,48938,yes,yes,yes,no,,no,325,yes,yes,,fuel engine,diesel,81,250,front+rear,,,,,,,,,,,1.481,4.543,2.63,1.816,,1598,particle filter,4,dohc,common rail,55,3000,81,1500,250,yes,4,stationwagon,5,available,34950,5,2015,automatic,11.6,4.7,122,D,4.2,187,5.5,3.27,2300,1372,2010,75,80.5,303.845,319.0776699,[3.77- 1.96- 1.26- 0.87- 0.86- 0.72],1334.875,1409.875,1434.875,1360,2.689496,C
7661,C,9193,yes,yes,yes,no,,no,395,yes,no,,fuel engine,petrol,125,260,front,,,,,,,,,,,1.51,4.419,2.685,1.814,,1598,regular,4,dohc,direct injection,56,6000,125,1650,260,yes,4,hatchback,5,available,26845,5,2015,manual,8.7,5.9,139,C,4.9,220,7.8,3.83,2750,1330,2000,75,81.5,303.65,318.8349515,[3.82- 2.16- 1.48- 1.07- 0.88- 0.74],1292.2,1367.2,1392.2,1360,2.73914,C
7683,C,9215,yes,yes,yes,no,,no,395,yes,yes,,fuel engine,diesel,121,350,front,,,,,,,,,,,1.51,4.419,2.685,1.814,,1956,particle filter,4,ohc,common rail,56,4000,121,1750,350,yes,4,hatchback,5,available,29495,5,2015,manual,9,4.5,119,D,4,215,5.4,3.35,2000,1418,2040,75,90.4,303.65,318.8349515,[4.17- 2.13- 1.32- 0.95- 0.75- 0.62],1380.2,1455.2,1480.2,1470,2.73914,C
8709,C,10830,yes,yes,no,no,,no,no,yes,yes,,fuel engine,petrol,99,164,front,,,,,,,,,,,1.465,4.3,2.65,1.78,,1591,regular,4,dohc,direct injection,53,6300,99,4850,164,no,4,hatchback,5,available,19995,5,2014,manual,9.9,5,118,B,4.3,190,6.4,4.06,2800,1168,1720,80,85.4,289.365,308.0097087,[3.77- 2.05- 1.37- 1.04- 0.84- 0.69],1132.225,1207.225,1232.225,1250,2.6077,C
9769,C,12072,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,diesel,94,260,front,,,,,,,,,,,1.465,4.3,2.65,1.78,,1582,particle filter,4,dohc,common rail,53,4000,94,1900,260,yes,4,hatchback,3,2014,25795,5,2013,manual,10.9,3.7,97,C,3.5,188,4.1,3.47,2100,1265,1810,80,85,291.145,306.7475728,[3.77- 2.05- 1.19- 0.84- 0.7- 0.6],1229.225,1304.225,1329.225,1250,2.6077,C
20409,C,27696,yes,yes,no,yes,,no,no,yes,yes,,fuel engine,petrol,74,132,front,,,,,,,,,,,1.51,4.245,2.6,1.76,,1329,regular,4,dohc,multipoint injection,55,6000,74,3800,132,no,4,hatchback,5,2013,21760,5,2010,manual,13.1,5.9,136,C,5.1,175,7.2,,,1225,1720,75,80.5,291.145,306.7475728,[3.55- 1.9- 1.31- 0.97- 0.82],1187.875,1262.875,1287.875,1250,2.6576,C
10133,C,13135,yes,yes,yes,yes,,no,yes,yes,no,,fuel engine,diesel,93,300,front,,,,,,,,,,,1.515,4.22,2.6,1.76,,1998,particle filter,4,dohc,common rail,55,3600,93,1800,300,yes,4,hatchback,5,2009,27615,5,2008,manual,10.3,5.7,151,G,4.9,195,7.2,,,1360,1890,75,86,291.145,306.7475728,[3.54- 1.91- 1.22- 0.86- 0.79],1322.875,1397.875,1422.875,1360,2.6664,C
26765,C,37807,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,petrol,112,250,front,,,,,,,,,,,1.435,4.369,2.647,1.802,,1498,regular,4,dohc,direct injection,62,5000,112,1700,250,yes,4,hatchback,5,available,37195,5,2015,automatic,8.3,5.5,129,B,4.5,210,7.3,2.68,2600,1335,1965,100,70.9,295.85,309.1262136,[3.82- 2.15- 1.41- 1.03- 1.19- 0.97],1293.15,1368.15,1393.15,1360,2.58587,C
1872,C,2834,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,diesel,88,280,front,,,,,,,,,,,1.47,4.37,2.646,1.802,,1969,particle filter,4,dohc,common rail,52,3750,88,1500,280,yes,4,hatchback,5,available,37995,5,2015,manual,10.6,3.7,96,B,3.4,190,4.2,3.61,2150,1348,1980,100,93.2,303.65,318.8349515,[3.73- 2.05- 1.26- 0.92- 0.74- 0.62],1312.9,1387.9,1412.9,1360,2.64894,C
